TP,P_0,P_1
T_0,0.8958396337800026,0.49934913747085474
T_1,0.015379995851784881,0.021654553911286952
T_2,0.03128743291736018,0.014246515373544237
T_3,0.3477945042959079,1.2878178833333653
T_4,0.4927030475495846,1.0039238045198884
T_5,1.1392711897449543,1.301769744110422
T_6,0.6786646596122354,0.07946031368610501
T_7,1.0835048828804847,1.7784614274845647
T_8,1.7715573933337776,0.3828894093973493
T_9,0.5839115532529473,1.1092084086386031
T_10,0.865876073732193,0.5749510449356103
T_11,1.693736933705937,0.5076832201237551
T_12,0.9767570110380386,0.9654698347688242
T_13,0.6698759443119802,1.075597578233493
T_14,0.3862826056519818,1.6664359955608672
T_15,0.9161416342341827,0.8764066773120864
T_16,0.3496668268647545,0.057113872645197156
T_17,0.9886868152674249,2.0533532439775755
T_18,0.0948302662653023,0.23951458597954578
T_19,2.6261000985866296,1.726279138204142
