TP,P_0,P_1,P_2,P_3
T_0,1.1601648178345074,0.8117025362645842,1.2717572645378603,3.6747859195903123
T_1,2.301549301185501,2.8887740925197583,1.6152947251274568,2.8941396280686726
T_2,0.6984708550965636,1.139187593051609,2.153742333839085,0.8193728478009445
T_3,0.34679360259169384,0.9316556468712879,0.3773606640974539,0.9161442179993499
T_4,1.3359065613225913,0.7630860839951131,2.0571661716727245,0.7713518253491796
T_5,1.1853500456351664,2.282398521147537,1.0284492514952515,1.941869561359465
T_6,1.5740488770409748,1.1507409125678567,1.5710418618083066,0.5776256523435832
T_7,0.02130546145345425,0.03687654433607063,0.36307091756547033,0.2865297922121379
T_8,1.5540199765271578,1.781149951003869,1.6525451069417985,0.2675027972853138
T_9,0.226646988323406,0.11197947445077315,0.5649317938498684,0.10670882167857541
T_10,0.6830632638316408,1.0911655156789388,1.8993483881113842,2.0057216212238043
T_11,2.412901773385941,0.6760890034858859,2.9419187122720327,2.032464988208395
T_12,0.6521238368652122,1.7636246087500917,1.7178603023080694,2.5701620800361247
T_13,0.9083407307031456,0.5128797359069374,0.35700136225584556,0.728872542259517
T_14,0.11377096438272521,1.7511703326373613,1.6291630969868,0.16212391820078145
T_15,2.0857151377848595,2.0772481504594094,2.1968549731576847,1.561784803409566
T_16,1.7726533554447799,1.9605074537779756,2.093602773476362,0.19970751753858607
T_17,1.7549855979523448,0.841579745764809,2.313816967985421,3.2754211561361917
T_18,2.1448009666102545,2.09922691200975,3.5750095358537264,0.5634152871352593
T_19,1.5060953085513904,0.11857899414841053,1.008780777770062,0.48427176548843814
T_20,3.051395005093061,3.7753868412374403,1.2736810093295543,2.10655494976509
T_21,2.180483508172859,0.44669944597748945,1.8687821167864027,0.6542005950086194
T_22,3.229631230142772,3.8764504142414893,0.6149309203064905,0.4377575445602304
T_23,1.6497997880004869,3.0799818201825704,2.6877831486383017,2.1759349355229483
T_24,2.398014750404027,2.7255382751949386,0.6074017167691546,0.6830256051785313
T_25,2.6123459028251412,3.200535905262746,1.413341080850029,1.1916141331131747
T_26,0.48460221446515855,2.107649684081853,1.6615014635071628,2.0558308262321963
T_27,0.30025802110586663,2.058585799681149,2.221289442446535,3.113934572795422
T_28,0.11201147314134878,0.21723686227284617,0.4662055794483298,0.04562280030176174
T_29,0.332545218827564,0.20659798687542816,0.16242443521136324,0.10487079286783971
T_30,0.5360141802352257,0.19625720339522693,0.5373847537228218,0.07546499181786853
T_31,2.4928071489057544,2.5200128723111366,0.16454485755315618,1.2055034617193658
T_32,0.5218714972581495,3.2533734524951177,1.3787315740819595,2.217729592147896
T_33,1.2321706185769417,0.5397341743729782,1.4136046994061282,1.824841493234947
T_34,0.6794176558029772,0.3759448771191136,0.7196568669002477,0.5166183144734152
T_35,1.1301758393172032,2.0044271334088086,0.1712419586459158,1.5132079971364578
T_36,1.6993476428266532,0.45706969968303757,0.474203133286454,1.6014106716353704
T_37,0.8832692688454519,0.26042525820858486,0.39689735419404204,0.5856144028436865
T_38,0.11592342641910898,0.27914407943806513,0.5432175848157667,0.24624932618205503
T_39,0.939130401859545,1.0425627766057572,0.6816296187622232,1.475676563420289
T_40,0.5093108151630773,1.5678884197604217,2.0213922798226136,1.1511313371309262
