TP,P_0,P_1
T_0,3.782049706884927,6.555707801242733
T_1,1.2653035167148168,1.5895121724458878
T_2,1.4545066423409037,1.9181396110053313
T_3,6.37350239857861,4.923334379594518
T_4,5.048299816744723,3.8135767809265984
T_5,2.4842859715325365,2.5317200858676165
T_6,3.009514688259977,3.913166670520164
T_7,5.735661406729307,4.735876297786518
T_8,2.4465816958585243,2.101411718130149
T_9,0.8705454826487383,1.1042433784963688
T_10,2.104264561767398,2.6569756777070066
T_11,4.026188809317249,3.9405319836855024
T_12,1.2104375847266846,1.1638279864602628
T_13,1.800132919242957,1.5856202398753823
T_14,3.3753005147502932,2.9641654752632354
T_15,0.9094846798034616,0.9852477991071363
T_16,3.54877308512844,2.0269477738473474
T_17,1.139870597159125,1.5890600780590332
T_18,3.7470356836444108,2.9760455219343953
T_19,1.068669811932511,1.2708034539519861
T_20,1.758963316119486,2.398758018343287
T_21,3.253975747065512,3.019524700000897
T_22,6.9503551477123215,6.6415272146165245
T_23,0.7297465591147319,0.6963830731688675
T_24,0.8080504282122022,0.6682514918003561
T_25,2.046095727822867,1.5666232658682309
T_26,2.691546060229639,4.536363021724142
T_27,2.8976836326534183,3.034384904129217
T_28,2.359100225335277,2.0101848824962105
T_29,1.6518214686558332,2.384071559674536
T_30,6.069210068199025,4.364069554123724
T_31,4.101421246904119,3.83153061598605
T_32,2.241478267081739,1.9903536651045917
T_33,3.182646878894812,3.5168025345939258
T_34,3.994596514656109,5.934295610925741
T_35,3.005817309746995,4.930928230745357
T_36,1.1397048338769706,0.7154387246069871
T_37,2.9684211699949787,1.8332507891504701
T_38,1.130165388635124,1.583972668135813
T_39,5.701416127578314,5.092485613027186
T_40,2.173596728430086,1.8840397857584987
T_41,4.5894439183831,3.7787247298802993
T_42,5.0101774046151935,3.5380835594312083
T_43,0.9489381941120378,1.335730116808823
T_44,3.735771985194995,3.5504388869909
T_45,3.943539915466403,5.5909099597780205
T_46,3.5275366981320735,3.662877174816083
T_47,5.161023743835591,3.009577755329073
T_48,0.7744286537833177,0.7859627247228448
T_49,3.2838236008827697,2.683123795565122
T_50,3.729010643208543,3.9892675826968897
T_51,1.5663045568819085,1.682691107595079
