TP,P_0,P_1,P_2,P_3
T_0,0.19185891354680246,0.3768662792998394,0.11221936865160015,0.04043570491408005
T_1,1.1777811648592822,1.38594977327628,0.3323314223911611,0.17671271762310564
T_2,0.8698564171563117,0.15962320441663813,0.7139597690217703,0.6567979096546807
T_3,0.24399253951488395,0.7497530147255075,1.2559936359008166,0.17739016209846517
T_4,1.0716316076589738,1.6594912424825918,1.5211636053420863,1.3732429878406829
T_5,0.5940688825185089,0.5792450562599706,0.36423827378462104,1.013978024683623
T_6,0.9236690716571428,1.2109931861488712,0.438229594199412,0.6174350421868033
T_7,0.22942862201917608,0.3385914610728111,0.4195612513642751,0.22143809535427053
T_8,0.39620517865490507,0.12442247356549617,0.15034482582784775,0.5492836663607445
T_9,0.14773688161821663,0.08959295296384201,0.3830213508157793,1.0187271980243429
T_10,0.48162153455237905,0.62587332402148,0.22453366664365337,0.061572097042438406
T_11,1.3641885535113982,1.0071400045954846,0.21777794496365968,1.1307152899168347
T_12,0.9312095536312263,0.483105098138034,0.20240989346498756,0.09311286084226517
T_13,0.7547712723763258,1.0192335757383182,1.1033472476024597,1.0688673128450112
T_14,1.303212491904517,0.693549004924043,1.1920746927170522,0.9327987282131243
T_15,0.7200523805575871,0.5130755865662588,0.4426020783160244,0.4306927847958237
T_16,0.07397716391846057,0.41773861634975173,0.14830965989748293,0.41991885824882086
T_17,0.1678264648944887,0.4870422223226734,0.5443843788394378,0.3173074281562352
T_18,0.19794722904537526,0.071355189180438,0.1891523240433094,0.2163411939800352
T_19,0.6961777571770065,0.5788436841924014,1.3733154864831394,1.5239184390648504
T_20,0.5976856617868349,0.7263387700715055,0.6619502038414611,0.4759945697666127
T_21,0.36406469618247983,0.1242461197063586,0.05575364608250482,0.17537519824998704
T_22,0.06912237898283813,0.008375503878358264,0.026977061638628154,0.033341199693123845
T_23,0.1299002859166623,0.03600060023940646,0.14590717734479344,0.1716654691509903
T_24,0.15111537729501362,1.2370216017154916,0.5428131573821502,0.4718726089845024
