TP,P_0,P_1,P_2,P_3
T_0,0.02,0.02,0.02,0.02
T_1,0.01,0.01,0.01,0.01
T_2,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_3,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_4,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_5,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_6,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_7,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_8,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_9,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_10,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_11,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_12,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_13,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_14,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_15,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_16,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_17,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_18,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_19,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_20,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_21,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_22,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_23,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_24,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_25,0.00010858843508730087,0.00013197781162460612,0.00016046023208785994,0.00011065792069577414
T_26,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_27,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_28,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_29,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_30,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_31,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_32,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_33,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_34,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_35,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_36,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_37,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_38,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_39,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_40,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_41,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_42,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_43,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_44,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_45,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_46,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_47,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_48,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_49,0.00021717687017460175,0.00026395562324921224,0.00032092046417571987,0.0002213158413915483
T_50,0.0001238241485325648,0.0001238241485325648,0.0001238241485325648,0.0001238241485325648
T_51,0.0001238241485325648,0.0001238241485325648,0.0001238241485325648,0.0001238241485325648
T_52,0.0001238241485325648,0.0001238241485325648,0.0001238241485325648,0.0001238241485325648
T_53,0.0001238241485325648,0.0001238241485325648,0.0001238241485325648,0.0001238241485325648
T_54,1.1311295321593841e-07,1.3747688710896472e-07,1.6714607509152076e-07,1.1526866739143142e-07
